Distance,Score
59,598
60,
63,
61,
60,
59,
61,
58,
58,
60,
61,
63,
59,
59,
58,
58,
61,
57,
58,
58,
61,
56,
60,
60,
57,
56,
67,
56,
56,
55,
56,
55,
57,
56,
55,
55,
57,
57,
57,
56,
56,
56,
56,
56,
58,
56,
56,
56,
56,
58,
57,
57,
57,
55,
56,
56,
56,
56,
56,
57,
56,
56,
56,
57,
56,
56,
56,
57,
57,
56,
58,
58,
56,
57,
58,
57,
56
