Distance,Score
57,465
54,
47,
50,
50,
52,
67,
53,
64,
52,
53,
52,
54,
52,
52,
52,
53,
53,
53,
54,
54,
53,
54,
53,
54,
55,
53,
55,
53,
55,
55,
54,
56,
55,
55,
54,
54,
54,
54,
54,
54,
55,
54,
53,
54,
54,
56,
56,
34,
58,
60,
58
