Distance,Score
49,42
43,
46,
46,
55,
51,
46,
49,
57,
56,
58,
54,
53,
55,
55,
54,
54,
55,
58,
57,
56,
58,
54,
55,
58,
57,
56,
58,
54,
53,
55,
55,
54,
54,
55,
58,
54,
55,
58,
57,
56,
58,
54,
53,
55,
55,
54,
54,
55,
58,
49,
46,
46,
55,
51,
46,
49,
50,
56,
58,
54,
53,
55,
55,
54,
54,
55,
58,
57,
56,
58,
54,
53,
55,
55,
53,
55,
55,
54,
54,
55,
58,
57,
56,
58,
54,
53,
55,
55,
54,
54,
55,
58
