Distance,Score
23,32
25,
24,
26,
26,
23,
25,
28,
42,
29,
31,
27,
27,
28,
29,
29,
28,
27,
26,
30,
28,
24,
26,
26,
23,
25,
26,
26,
42,
29,
31,
27,
27,
28,
29,
29,
28,
27,
26,
30,
28,
27,
28,
28,
27,
28,
28,
42,
29,
31,
27,
27,
28,
28,
42,
29,
31,
27,
27,
28,
27,
27,
31,
21,
25,
25,
26,
26,
23,
25,
28,
27,
28,
28,
27,
28,
28,
42,
29,
31,
27,
27,
28,
29,
29,
28,
27,
26,
30,
26,
30,
28,
27,
28,
28,
27,
28,
28,
42,
29,
31,
27,
27,
28,
