Distance,Score
41,483
42,
45,
48,
35,
33,
31,
26,
26,
26,
28,
28,
29,
27,
28,
41,
28,
28,
27,
28,
32,
29,
32,
28,
29,
28,
29,
29,
28,
29,
29,
29,
29,
30,
30,
39,
39,
40,
37,
37,
37,
37,
37,
37,
36,
37,
37,
30,
29,
29,
27,
27,
27,
27,
28,
28,
28,
28,
27,
27,
27,
27,
27,
27,
27,
27,
27
