Distance,Score
53,223
52,
52,
53,
54,
53,
53,
55,
53,
52,
52,
54,
52,
53,
57,
57,
58,
62,
59,
51,
51,
52,
60,
61,
61,
59,
60,
60,
61,
61,
62,
63,
60,
54,
54,
53,
53,
52,
52,
52,
52,
53,
54,
60,
52,
52,
52,
52,
52,
51,
51,
52,
51,
52,
51,
51,
51,
51,
52,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
54,
52,
55,
54,
56,
51,
51,
50,
53,
50,
50,
51,
53,
58,
61,
50,
51,
50,
50,
51,
51,
50
