Distance,Score
49,62
43,
46,
46,
55,
51,
46,
49,
57,
56,
58,
56,
58,
54,
53,
55,
55,
54,
54,
55,
58,
54,
55,
58,
57,
56,
58,
54,
58,
54,
53,
55,
55,
54,
54,
55,
58,
57,
56,
58,
53,
55,
55,
54,
54,
55,
58
