Distance,Score
27,62
28,
29,
29,
28,
27,
26,
30,
28,
27,
28,
26,
27,
27,
31,
21,
25,
25,
26,
28,
27,
28,
28,
42,
29,
31,
27,
27,
28,
29,
29,
28,
27,
26,
30,
28,
28,
42,
29,
31,
27,
27,
28,
29,
29,
28,
27,
26,
30,
28
